joint1,joint2,joint3,joint4,joint5,joint6,joint7,gripper
-0.15490481849491355,-0.26471244204406624,0.0652046235816068,-2.0843898060844865,-0.08626893953630951,1.7809878265657448,0.993339659010028,-0.022627412825861504
-0.1540554532653428,-0.2603850063851042,0.06358691471377462,-2.0830226780522114,-0.08591674915044588,1.7830607127657179,0.9896532094522807,-0.02161995980064718
-0.15334228422769056,-0.25777803898278734,0.06265239243472696,-2.0825246155343273,-0.08567574480974258,1.7831461804947546,0.9880773360137184,-0.02006405456673993
-0.15271392592998698,-0.25559221074429406,0.061715424066236355,-2.081589489874733,-0.08549073561113174,1.7847100597566756,0.986203971665303,-0.018156371333438337
-0.15167175184462003,-0.2522906892938782,0.06048606286063005,-2.080912922686952,-0.08518160837495864,1.7866460879157442,0.9838444694186581,-0.015868073982860997
-0.15042580928559093,-0.24828525222407116,0.05892174221712708,-2.079957193754153,-0.0848161459062544,1.788571344477432,0.9810076506112103,-0.01287273992446708
-0.14903011277594744,-0.2431951664035823,0.05699833409524113,-2.078504599958775,-0.08434373034193723,1.7901317376587462,0.9776178857120458,-0.00918734822668521
-0.14796421519038333,-0.23901385456818658,0.05538959680229623,-2.077290762800518,-0.08395938964548906,1.7916031770304173,0.9746761910040791,-0.006459519391384783
-0.14672176774937545,-0.23472415020710263,0.053778243122542105,-2.0761319907714753,-0.08356470934413333,1.7933094763944357,0.971743380868933,-0.0032120178683779366
-0.14589153803321886,-0.23117473347190604,0.05246499498246347,-2.0750564422786884,-0.0832403486230302,1.795070456303704,0.969035198661202,-0.0013024669375491515
-0.14497605424355928,-0.22754016370884272,0.05105108561733382,-2.073920641818677,-0.08291368640939904,1.7970849800305957,0.9661880408668776,0.0006404195642945587
-0.14419978750003715,-0.22439756972984953,0.04983563461023695,-2.072893701922374,-0.08263145198508004,1.7992473292429976,0.963586094120631,0.0022729286952624106
-0.14333933893160855,-0.2208341215997418,0.04851613965313155,-2.071900251349955,-0.08231053708596825,1.8014835911981546,0.9607064333339239,0.0037399768043930304
-0.14245671337538154,-0.21764206695368704,0.047306029790704404,-2.071015706365879,-0.08202244198365034,1.8036265907047158,0.9581926999619454,0.005549605917519185
-0.14177062892487313,-0.21355051219761317,0.045757732581210644,-2.0696831122290313,-0.08166343267754564,1.8052869443097244,0.9549200153942918,0.006110452846165071
-0.14106452229384195,-0.21001196979347264,0.04442979242289556,-2.0686255555805895,-0.08135284241080637,1.8074419688359074,0.9519517460121055,0.006884188994458862
-0.1403687360555519,-0.20612544879553707,0.04298210999371656,-2.0673991295342473,-0.08101211456997783,1.8096967187691144,0.9486351918900443,0.007255945697704325
-0.1396607632995595,-0.20298677922230807,0.04178519043638686,-2.0665192581073364,-0.08073603385755768,1.8119179396573832,0.9459212710703314,0.007980329353765525
-0.13899939211718346,-0.19908863847546177,0.04031735873246102,-2.0652674291616457,-0.0803955070764853,1.8141036926131855,0.9426120048273987,0.008271520377316988
-0.1383270510068588,-0.19483988824827458,0.03874003743320034,-2.06389570861655,-0.08002214338715041,1.8162928924801494,0.9390033506128009,0.008513698490004384
-0.13769771325130264,-0.19047237541759776,0.037117358978588505,-2.0624526870586783,-0.0796387352657415,1.8185048889641158,0.9353066569212677,0.008621119396262977
-0.13703080555453898,-0.18604382601905772,0.03548221398268593,-2.0610540868061897,-0.07924953705114168,1.8206966348450062,0.9315846058368444,0.008933364464665972
-0.13636924879067508,-0.18181976227729224,0.03391692574051092,-2.0597337303652705,-0.0788747231648421,1.8230236524042776,0.9279933413555254,0.009624752131080827
-0.1356961138039857,-0.17774408053671156,0.03244683372608716,-2.0585308161835854,-0.07851015263143916,1.8255001013963055,0.9245475340886582,0.010799477278764735
-0.1350562082137046,-0.17340370968556587,0.03089048609564191,-2.057146560779967,-0.07812114050406048,1.8279163861207803,0.9208817625046641,0.012719187352203343
-0.13442965418046623,-0.1687502194873574,0.029231518820433396,-2.055578289691066,-0.07770220041808298,1.8302203328769342,0.9170157560463903,0.015128856743598151
-0.13361975594731212,-0.1639513070353282,0.027529141198401882,-2.0541596714856345,-0.07726681621077133,1.8330315827002819,0.9130870833129195,0.018109475609353942
-0.13293355808589447,-0.15918102739853945,0.025848317804389034,-2.052630085563554,-0.07683727984785713,1.8355881527921007,0.9091451469556117,0.020868857213484304
-0.132233286961648,-0.1541470890817495,0.024035715212031922,-2.0510599324448893,-0.07638706855299494,1.8382504803854771,0.9049482217774688,0.022961074622158018
-0.13149404372495244,-0.14925495554977977,0.022290217522779033,-2.049631066632419,-0.07594648887602659,1.8411251259555916,0.9008457070421807,0.024858032743902192
-0.1307743690251427,-0.14435142150944474,0.020542219558557565,-2.048204542100994,-0.07550535735419556,1.8437765448585297,0.8967832440244031,0.02684800786218805
-0.13011458559549605,-0.1396190047148614,0.018841599095714503,-2.046813361908436,-0.07508208378879261,1.8465263182379164,0.8927693774067152,0.028447011631456687
-0.1294702466696718,-0.13479463843550132,0.01711050701549115,-2.0454083051232166,-0.07464910374282065,1.8494128517345947,0.8886279412865797,0.02980052636969438
-0.12880733928497964,-0.13005478938642598,0.015420336618306264,-2.0440597812703296,-0.07422369124384143,1.8522695968683345,0.8845748292026516,0.03128132752425217
-0.12809870668369713,-0.12560806494666515,0.013846785083471907,-2.0429546966166554,-0.07381697730218575,1.8553328433162266,0.880709486716012,0.03245078916072325
-0.12738740377100607,-0.12127082923531993,0.012308078712015526,-2.0418707915515197,-0.07342115694923389,1.8584011034530814,0.8769346340778154,0.0335932540783927
-0.1266590686017632,-0.11687175672812042,0.01074730335004696,-2.0407950539552635,-0.07302040849332235,1.861483190404029,0.8731075648132374,0.0345625607965373
-0.12601741029743016,-0.11262889310957955,0.00923120008356974,-2.03972741178847,-0.07263665600360765,1.8643518234643326,0.8693823361502787,0.035368528876398186
-0.12530693219135178,-0.10827885375037796,0.007681435994489141,-2.0387079729964412,-0.07223955870731077,1.867478093549264,0.8655430466458602,0.035925215933279075
-0.12462581720068475,-0.10411876439978524,0.006199218033507221,-2.0377762782140714,-0.07185893975528526,1.8705915552256736,0.8618247422585162,0.03646860271989083
-0.12388642962283197,-0.10025993348274453,0.004828945433289815,-2.0370563432973783,-0.07150217632943562,1.873875834851821,0.8583349152531813,0.03693116914078215
-0.12321654231218002,-0.09629819105365281,0.0034121390777360344,-2.0362106095491024,-0.07114002492990741,1.8770250386468126,0.8547392638164214,0.03713203152029315
-0.12254556213276627,-0.09236269171785572,0.0020119773545389068,-2.0353674962346124,-0.0707785579891236,1.8801392053732324,0.8511828025149324,0.037434004252296815
-0.12191239933654383,-0.08871474828151779,0.0007116872958764162,-2.034649974638382,-0.07044224276826284,1.8832048215725483,0.8478037481105827,0.03754569822410997
-0.12126791606956236,-0.08520297514798106,-0.0005289444990619653,-2.0340185851698602,-0.07011899857048651,1.8863114285960791,0.8445576540259969,0.0377656337571558
-0.12064512521649431,-0.08180534960445152,-0.0017407108904156608,-2.0334282671738397,-0.0698040812411225,1.8893947885539897,0.8413686377886862,0.037782499631794975
-0.12004762499618754,-0.0782691530741477,-0.0030058577653091813,-2.0327510246165263,-0.06947841577053787,1.8924479488697887,0.8380612844164143,0.037674852337957254
-0.1194636206740807,-0.0751737944706794,-0.004114358155986677,-2.032256825212368,-0.0691901559703346,1.8953520106931143,0.8351340469003414,0.037675078725536326
-0.11894913723934,-0.07210906377141549,-0.005234274275797056,-2.0317176281874927,-0.06890870011783735,1.8981583251663892,0.8321866372936655,0.03742531662895082
-0.11839118649611113,-0.06911372270479779,-0.006306723875151198,-2.0312638158813767,-0.06862825170305452,1.900948952276933,0.8293367801384708,0.03733128088830345
-0.1178692076312777,-0.06628595814912219,-0.007326441282075789,-2.030818882433381,-0.06836612218488543,1.9036348011220448,0.8266332654932403,0.03722343550533408
-0.11738281917178134,-0.06360000934029406,-0.008303973322096207,-2.03042873496186,-0.06811573968991708,1.906261151580169,0.8240256670836781,0.03699767049212771
-0.11689192520616323,-0.06085065616571141,-0.00931511393439172,-2.0299921400763585,-0.06786094136658055,1.9088165661733598,0.821367606829911,0.036738400117222125
-0.11643987963200225,-0.058248117422413336,-0.010273585248171364,-2.0296132127440036,-0.06761923866406461,1.9112944252654085,0.8188244195971918,0.03632586535130056
-0.11600963988266397,-0.05565906197266265,-0.011231897875768792,-2.0292405528409097,-0.06737930806801656,1.9137388532361312,0.8162651962638412,0.035784233068426485
-0.11557860625696098,-0.053121089570010126,-0.01217391904452486,-2.0288468574281113,-0.06714557075413853,1.9160336930963178,0.8137907953067695,0.03538165935598303
-0.11516385225177572,-0.05055947207452697,-0.013120788850226588,-2.028479510432007,-0.06690892128219646,1.9183718347779752,0.8112556231602069,0.034766734094391905
-0.11475943925949691,-0.04809198550724814,-0.014032223257360385,-2.0281743694723064,-0.06667897308914875,1.9206709245229465,0.8088077257375367,0.03412243504441914
-0.11437041922062721,-0.04585375877838379,-0.014863539526849512,-2.027993748644541,-0.06646936615441112,1.9229397167021938,0.8065345437555599,0.033432688687952405
-0.11398854406903985,-0.04363075830540342,-0.015697548623442963,-2.027779521428839,-0.06626227781395952,1.9251042006493493,0.8042869602514117,0.032742517854774944
-0.11360769992571831,-0.04141599031490605,-0.01653080105787487,-2.027599224778449,-0.06605678725688938,1.9272238159972328,0.8020451558694195,0.032032311720851636
-0.11326233277682463,-0.03937570491253354,-0.01731038563196135,-2.0274902111309805,-0.0658667141330368,1.9292579048619125,0.7999342003378722,0.031169407164859997
-0.1129096248490781,-0.03752125875854204,-0.01801881687009973,-2.027477099957123,-0.06569221565401966,1.9312034707808439,0.7979911812151986,0.030469728053362455
-0.11294176137672457,-0.03724303154429332,-0.018122820180964033,-2.0273792344094037,-0.0656669024446116,1.9309358259630132,0.7978214218484897,0.030282052750331023
-0.1129744546488346,-0.036997624639703804,-0.01821596316433321,-2.0272932553654557,-0.06564461261781354,1.9306870608176827,0.7976704038716007,0.030112262066044504
-0.11300771497549086,-0.03675510074828744,-0.01830827304524575,-2.0272061597105475,-0.06562254417064065,1.930437668961232,0.7975216070379169,0.02993986792459885
-0.11304414049752326,-0.03652632323907302,-0.018393097582831287,-2.027125133376505,-0.06560164678960075,1.930191175643713,0.797380875681094,0.029772624100576628
-0.11308108152368859,-0.03631543575837024,-0.01847192687904478,-2.027050932777203,-0.06558256001583312,1.9299458182400993,0.7972514555553265,0.029600909121868135
-0.11311853805398683,-0.036091043060065546,-0.018555325176187715,-2.026973238266187,-0.06556197171069499,1.9296863794210006,0.7971123455935213,0.02942608131394775
-0.11315913915949591,-0.03588482540298162,-0.018633022381954904,-2.02690287376583,-0.06554307530201565,1.929427097279682,0.7969818672629616,0.02924678235134115
-0.11320465817443309,-0.03570179243358281,-0.018703053303443424,-2.026838704655318,-0.0655263606055841,1.9291691664842165,0.7968673855109124,0.029061710505468796
-0.11324365090704747,-0.035483001331215284,-0.01878607568850226,-2.0267661789724567,-0.06550636371557979,1.92890896386094,0.7967283387845009,0.028889231468681054
